Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
I do not have try grab him heads.,I do not have to try to grab him around the head.,I do not have to try grab him heads.,55.58789023908756,0.9597144,I do not want to grab him heads.,I do not have to try grab him the heads.
Sat it i think no lemon.,Sat it down i thought no lemon.,I think it's a lemon.,22.6612238246293,0.7905684,I think it's a lemon.,I think it's a lemonade.
And they said oh that is.,And they said oh that is good.,I haven't seen you in a long time.,11.57503594064182,0.62923324,I haven't seen you in a while.,I haven't seen you in ages.
Please bounce it back.,Please bounce it back now.,I'm waiting.,5.937206190786143,0.75404394,I'm waiting for your call.,I'm waiting for your message.
So he is i es si.,So he is i es a si.,Es es es es es es es es es,7.234537967132355,0.80376023,Es es es es es es es es.,Es es es es es es es.
Well they were transferring power india were not they.,Well they were transferring the power in india were not they.,they were transferring power india were not they.,76.83847843665103,0.9816758,they were transferring power india were not they.,they were transferring power india were not they
He testified trial youm five years ago.,He testified in a trial youm about five years ago.,He was a witness in the case.,8.961687790558958,0.86406064,He was a witness at the trial.,He is a witness.
I am taking and spaces balloon.,I am sorry taking up more and more space inside these balloons.,I am taking and spaces balloon.,28.70569673588853,0.8254174,I am taking a balloon.,I am taking a balloon to the park.
If you did care.,If you did not care.,If you did care.,59.53031780844123,0.9131124,If you did care.,If you did care about me.
They film movie at oakland catholic.,They filmed a movie at oakland catholic.,Oakland catholic is a school.,42.14260618528698,0.87431145,Oakland catholic is a private school.,Oakland Catholic is a high school.
That be because i mean going from being handf.,That is really interesting because i mean going from being handfed.,Handf,4.393504018171585,0.7371268,Handf.,Handf.
Righteousnesses he have fill for you.,The righteousness he had to fill for you.,"He shall not be slack concerning his promise, as some men count slackness; but is faithful",16.349061887453068,0.77846754,"He shall not be slack concerning his promise, as some men count slackness; but he","He shall not be slack concerning his promise, as some men count slackness, but is faithful"
Now i am i am forgetting his shoes.,Now i am not worried i am forgetting my shoes.,I am going to go to the shoe store.,18.487781826858086,0.7864071,I am going to ask him to bring them.,I am going to go to the shoe store to buy some.
Yeah but why do not you just put.,Yeah but why do not you just put the other.,I do not know.,10.63278742812577,0.7213048,I do not know where to put it.,I do not know where to start.
Oh and this turn hard bones.,Oh and then that turns into hard bone.,Oh and this turn hard bones.,44.09315808170551,0.93551946,Oh and this turn hard bones.,Oh and this turn hard bones..
Or level lake low.,Or level the lake of the low.,Lake level is low.,26.348739716220603,0.8340689,Lake level is too low.,Lake level high.
And he do know what do situation.,And he does not know what to do about this whole situation.,He does know what to do in this situation.,49.40249081059989,0.8817237,He does know what to do in every situation.,He does know what to do.
That be why i take rock over here.,That is why i took out all these rocks over here.,Rock be my friend.,5.9079525119426854,0.7216712,Rock be a good person.,Rock be a good thing to take.
And she go on explain she say she be too.,And then she went on to explain she said maybe she was too strong.,And she go on explain she say she be too.,32.50236375754967,0.8247086,And she go on explain she be too.,And she go on explain she say she be to.
See you are new creatures christ because you are united him.,See you are a new creature in christ because you are united to him.,See you are new creatures christ because you are united him.,76.9016394269717,0.95570445,See you are new creatures christ because you are united with him.,See you are new creatures christ because you are united him and me.
He is like let us have sexes tonight hearts monitor.,So she had to wear that heart monitor and gordy said you know they want to have a baby and he is like he is like let us have sex tonight with that heart monitor.,He is a pervert and a pedophile.,5.011597959137313,0.72229004,He is a pervert and a snob.,He is a pervert.
Alright i be pouring cold liquid nitrogens over balloon.,Alright i am pouring the very cold liquid nitrogen over this balloon.,The balloon will pop when it freezes.,16.207990369879802,0.8196986,The balloon will pop.,The balloon will pop when it gets cold.
I be just kid.,No i am just kidding.,I'm not a grown up.,8.032128514056225,0.73342407,I'm not a grown-up.,I'm not a grown up yet.
I want to rewind it and hear that.,I want to rewind it and hear that back again.,I want to rewind it and hear that.,74.5478409020513,0.96304417,I want to rewind it and hear it.,I want to rewind it and listen to that.
I do not know they did either.,I do not know why they did not either.,I do not know how they did it.,50.01967291044005,0.78490204,I do not know how they did it either.,I do not know how they did.
I give stickers you know to.,I gave sticker you know to the.,I'm a sticker giver.,26.023345568340904,0.8960464,I'm a sticker giver,I'm a sticker monster.
And he give me permission tell story.,And he gave me permission to tell the story.,I asked him if he had a story to tell.,24.962976301359774,0.8644,I asked him if he had a good story to tell.,I asked him if he had a story to tell me.
I have three.,I have three.,I don't know what to do with them.,10.74272866891496,0.7557105,I don't know what to do with all of them.,I don't know what to do with all the money.
Uh i had lot interesting adventures there.,So uh i had a lot of interesting adventures there.,I was in the middle of the desert.,14.092023446717569,0.7393272,I was in the middle of nowhere.,I was in the middle of a forest.
You can overcome that little bits by get their muscle shape.,You can overcome that a little bit by getting your muscle in better shape.,You can do this by lifting weights.,15.856747931062992,0.82484895,You can do this by lifting weights at the gym.,You can do this by working out.
So now we can have christmas.,So now we can have a merry christmas.,Christmas is a holiday.,24.789033021493026,0.83549553,Christmas is a great holiday.,Christmas is a very important holiday.
They have definitely lost powers.,No they have definitely lost power.,They are unable to do what they used to be able to do.,17.193972048734846,0.7487816,They are unable to do what they used to be able to.,They are unable to do what they used to do.
Beth did decide.,Beth did not decide.,Beth decided that she was going to be a teacher.,34.273568497314784,0.75596297,Beth decided that she would go to the store to buy some flowers.,Beth decided that she would go to the store to buy some sugar.
So he get radio this summer.,So he got another radio this summer.,He's going to have fun listening to the radio.,25.567023877358213,0.83293283,He's going to have fun listening to music.,He's going to have fun listening to all the new songs.
Well she never did anything it.,Well she never did anything about it.,She was always too shy to ask for help.,10.286738351254481,0.7924441,She was always afraid of spiders.,She was always too shy.
And she broughbotch case.,And then she broughbought a brand new attache case.,And she broughbotch case.,34.28506281449063,0.7816574,She broughbotch case.,And she broughbotch case
Get his hands me.,Get your hands off me.,I'll get his hands me.,23.701369436663555,0.80312836,I'll get my hands on him.,I'll give him a kiss.
It can move.,It cannot move.,It is a frog.,8.18252221407027,0.7374186,It is a cat.,It is a mouse.
Like how come it is the news.,Like how come it is not on the news.,I just can't get my head around it.,9.567901234567902,0.68924975,I just can't get my head around some things.,I just can't understand it.
At least twenty year work be complete.,For at least twenty years after the work is completed.,It is very difficult to build a house from scratch.,13.216390321130483,0.6810664,It is very difficult to build a house in the mountains.,It is very difficult to build a house in the country.
A reason to base our decision.,Not a good reason to base your decision though.,We need a reason to base our decision.,52.55715827142837,0.8332293,We need a reason to base our decision on.,We need a reason to base our decision upon.
They be make rubbers.,They are made of rubber.,They be tyres.,16.058633119873218,0.86515194,They be make tires.,They be a company.
Goes see he be already eliminated this place,Goes in see he is already eliminated this place all you have to do is jerk me around to it and come to me.,", he thinks he be already eliminated this place, he thinks he be already eliminated this",39.39655024793586,0.8655586,", he thinks he be already eliminated this place, he goes see he be already eliminated this",", he thinks he be already eliminated this place, he thinks he be already eliminated this place"
He wants work features.,He wants to work actually features.,He's looking for a laptop with a lot of features.,32.77731495403886,0.7952285,He's looking for a laptop that has a lot of features.,He's looking for a laptop that has a lot of storage space.
If you take more.,If you take more advanced.,I'll take more.,32.089894445120905,0.7561207,I'll have to eat less.,I'll have to eat a big sandwich.
I made it.,I made it.,I drank a lot of water to stay hydrated.,7.8125,0.72749317,I drank a glass of wine to celebrate.,I drank a glass of wine with my dinner.
And he was consider killer.,And he was considered a killer.,But he was a nice guy.,15.100628134795254,0.74877155,But he was a good person.,But he was a nice guy to everyone.
Because i had not heard that.,Because i had not heard all of this.,I thought he was going to say something else.,14.874127356241102,0.73902345,I thought he was going to say that.,I thought he was going to say something like that.
You probably will have ta.,Then you probably will have a ta.,Tacos if you go to Mexico for a vacation.,12.543412780322075,0.6983073,Tacos if you go to Mexico.,Tacos if you go to Mexico for the first time.
People say you.,People say you.,"have a lot of money, but you don't.",13.83197186896528,0.72540796,"have a lot of money, but you don't have any.","have a lot of money, but you don't have much food."
Stephanie said to me friday this is historic day.,Stephanie said to me on friday this is an historic day.,Stephanie is an historian.,40.28477065932058,0.8423052,Stephanie is an important person.,Stephanie is very patriotic.
Oh but these fell.,Oh but that fell through.,I hoped they would stay up.,10.29796493346414,0.69747365,I hoped they would stay.,I was so happy to see them.
I invent it.,I invented it.,"I can't make it, but I can invent it.",34.864114104194684,0.83435595,I can't make it.,"I can't make it, so I don't make it."
We do know if there is any particular areas those.,So we do not know if there is any particular areas like that.,We do know if there is any particular areas those.,67.67962116247249,0.91114557,We do know if there is any particular areas those.,We do know if there is any particular areas those..
Saw relative coming them.,Saw relatives coming for them.,They smiled and waved.,11.603788682805206,0.6743313,They smiled and greeted him.,They smiled and greeted.
A herds of pig was feed hillside.,A large herd of pigs was feeding on the nearby hillside.,A herds of pig was feed hillside.,38.352029829739315,0.9674449,A herds of pig was feed hillside by a herds of pig.,A herds of pig was feed hillside by a herds of sheep.
And now i have probably about five horse.,And right now i have probably only shod about five horses.,I haven't had a horse in a long time.,16.502457958892055,0.80750805,I haven't had a horse in a while.,I haven't had a horse in so long.
And it sounds like.,And so it sounds like.,a child's laughter.,8.482701822204394,0.65797096,a child's laughter,a child's laugh
He said you put it.,He said when you put it in.,I put it on the shelf.,20.824128121091988,0.73930573,He said you put it in the bag.,He said you put it in a pot.
I think i will stop.,I think i will stop there.,I have been smoking for too long.,12.118293064679847,0.7111613,I have been smoking a lot lately.,I have been smoking a lot of cigarettes.
I have like city life.,I have always liked city life.,I'm a city person.,11.216215003007331,0.8574164,I'm a city girl.,I'm a big city girl.
Learn la lambada.,Learn some la lambada.,La lambada is a traditional Cuban folk dance.,33.1721154977645,0.86314225,La lambada is a type of dance that originated in Cuba.,La lambada is a type of dance that originated in Cuba and Puerto Rico.
Of bringing beauty.,Of bringing beauty.,Of bringing beauty to the world.,82.53840512185563,0.9655388,Of bringing joy.,Of bringing beauty to life.
Rule have it that you have have at eighteen.,Hisd rules has it that you have to have at least eighteen.,You have to have a driver's license at eighteen.,46.67286405225724,0.8664602,You have to have a driver's license.,You have to have a driver's license at age eighteen.
What would i do with scanners.,What would i do with a scanner.,I would use scanners to scan documents.,32.59189163873673,0.8467499,I would use scanners to scan documents and photos.,I would use scanners to scan documents and then send them to my email.
I do know people.,I do not know those people.,I just don't know how to talk to them.,26.414084243924567,0.749584,I just don't know the names of most of them.,I just don't know the names.
Did they live.,Where did they live.,yes,4.694835680751174,0.7176795,no,They survived.
He will have much lefts.,He will have this much left.,He is a rich man.,10.436767511583538,0.7693184,He is a rich person now.,He is a rich man..
Votes the way that you vote or.,Vote in the same way that you vote or whatever.,Votes the way that you vote or.,53.09566497575031,0.9018777,Votes the way you vote or.,Votes the way that you vote.
They have a tendencies do everything you.,They have a tendency to do everything for you.,They are a slave to their parents.,15.98370759250734,0.73505676,They are a slave to you.,They are a slave to their family.
And i say debby.,And i said to debby.,I call you debby all the time.,20.203663160673223,0.8292129,I call you debby.,I call you debby cuz you're nice.
Even though navys threw you out.,Even though the navy threw you out.,Navys will always love you.,10.996234896593004,0.7581971,Navys will always be your friend.,Navys will always love you.
The people begin plead jesus to leave their region.,Then the people began to plead with jesus to leave their region.,The people are so scared that they begin to cry.,26.902868974161713,0.73508155,The people are so scared that they scream in fear.,The people are so scared that they begin to run.
He have cup.,He has a little cup too.,He want to drink from it.,12.343562489285102,0.8306416,He want to drink it.,He want to drink water.
As we read.,As we read in.,As we read.,67.96762956160171,0.9673202,As we pray.,As we read
Days go by.,Until the day just goes by maybe.,Days go by.,7.93086435836566,0.8756316,Days go by.,Days go by. It's time to go home.
That would do.,That would do.,I'll do my best.,9.806808471327281,0.7222956,I'll do my best to be on time.,I'll be in touch.
He have telescope.,He has a telescope though.,He likes to look at the stars.,15.054802910633317,0.8369367,He likes to look at the stars at night.,He like to look at the stars.
And you turn it and put chocolate side.,And then you turn it over and put chocolate on the other side.,And you put it on a plate.,15.024052877420315,0.7918633,And you put it on a cookie sheet.,And you put it on the cookie.
They be and they asked jesus leave region.,They were afraid and they asked jesus to leave the region.,They were afraid of jesus and they asked him to leave the region.,81.290281959333,0.9911474,They were afraid of jesus and asked him to leave the region.,They were afraid of jesus and they asked him to leave.
Person do that theirselves lea.,People normally do this theirselves lea.,Person do that theirselves lea.,49.42861428542539,0.9145781,Person do that theirselves,Person do that theirselves lea
Do touch anything.,Do not touch anything yellow.,Do not touch anything. Do not touch anything. Do not touch anything. Do not touch anything. Do not touch anything.,43.65816835730913,0.88444304,Do not touch anything. Do not touch anything. Do not touch anything. Do not touch anything.,Do not touch anything. Do not touch anything. Do not touch anything.
Today and i mean everything looked at stores.,Today and i mean everything looked good at the store.,I shopped a lot.,5.768080781791253,0.75689447,I shopped for a new dress.,I shopped for a new wardrobe.
I want fortify.,I want to fortify.,I'll get some fortify.,43.53119219908112,0.91505706,I'll get some fortify at the store.,I'll get some.
I love bit potty training.,I loved the little bit about the potty training.,I have a daughter who is potty training.,37.32806286689158,0.813443,I have a daughter who is potty training now.,I have a daughter who is three years old.
It can keep itself right.,So it can keep itself waterproof right.,It is a robot.,6.452772114025014,0.7429466,It is a dog.,It is a self contained system.
And leave houses.,And never leave the house.,"And leave houses, and leave houses, and leave houses, and leave houses, and leave houses, and leave houses, and",22.941521598082247,0.77391964,"And leave houses, and leave houses, and leave houses, and leave houses, and leave houses, and leave houses.","And leave houses, and leave houses, and leave houses, and leave houses, and leave houses, and leave houses,"
I have d,I have the d the.,"a lot of money in the bank, so I don't need to borrow money.",13.842966219024442,0.70257807,"a lot of money in the bank, so I don't have to worry about money.","a lot of money in the bank, so I don't have to worry about it."
If i said way.,If i said no way.,I'd say you're going the wrong way.,19.322244542330864,0.76739645,I'd say no.,I'd say you're crazy.
Just s kind show him it i.,Just to s kind of show him how it i.,s a kind show him it i.,34.12106881688255,0.8748366,s a kind of show him it i.,s a kind show him it it i.
There be no getting it.,There is no getting around it.,There be no getting it.,45.55920840180077,0.80188084,There be no getting it now.,There be no getting it for you.
You can have house.,You can have the house.,You can have a car.,48.062692464320236,0.8301585,You can have a lot of house.,You can have a lot of things.
I ate today than i have week long though.,I ate more today than i probably have all week long though.,I am a little out of shape.,9.43680233556586,0.7468025,I am a little worried about my health.,I am a little out of control.
But none ours go killers ends its life.,But none of ours go to the killers at the end of their life.,But none ours go killers ends its life.,40.62899055041694,0.823362,But none ours go killers ends its life.,None ours go killers ends its life.
Try some it.,Try some of it first.,It's really good.,8.032128514056225,0.684697,It's a good thing.,It's a lot better.
You would have have monies left.,You would not have had any money left anyway proba.,You could get a refund for the money you spent.,20.609959004798096,0.7803623,You could get a refund.,You could get a refund for the money that you spent.
It was like a little dribbles.,It was just like a little dribble.,The ball was bouncing off the wall.,11.930633381204936,0.77008814,The ball was bouncing off the floor.,The ball was bouncing around.
You might have add.,You might have to add.,I'm going to go to the store.,10.623827028368463,0.6615882,I'm going to go to the store and get some groceries.,I'm going to go to bed.
See nancy was go.,See nancy was going off.,Nancy was go.,41.65345444005553,0.87912416,Nancy was a frog.,Nancy was a good person.
